,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
85899,3363,QuickStop Market,2025-04-08,Produce,Bananas,2,7.51,15.02,0.58,14.44,183
85904,1329,ValuePlus Market,2025-02-11,Snacks,Cookies,1,1.28,1.28,0.13,1.15,14
85910,3372,ValuePlus Market,2025-07-28,Dairy,Milk,4,6.83,27.32,1.24,26.08,346
85923,6800,QuickStop Market,2025-11-15,Dairy,Cheese,4,1.56,6.24,0.5,5.74,55
85928,2137,FreshMart,2025-02-20,Bakery,Bread,1,6.06,6.06,0.76,5.3,42
85937,8391,QuickStop Market,2025-05-11,Bakery,Croissant,2,3.68,7.36,0.28,7.08,74
85938,9571,FreshMart,2025-11-18,Produce,Bananas,4,10.17,40.68,1.16,39.52,466
85945,2797,FreshMart,2025-03-23,Dairy,Yogurt,2,1.14,2.28,0.1,2.18,21
85947,9404,QuickStop Market,2025-03-06,Bakery,Muffin,7,3.99,27.93,1.51,26.42,351
85972,7391,UrbanGrocers,2025-11-20,Produce,Bananas,2,10.44,20.88,2.38,18.5,172
85978,4117,ValuePlus Market,2025-05-28,Produce,Bananas,2,4.56,9.12,1.27,7.85,82
85979,4475,QuickStop Market,2025-03-19,Dairy,Milk,2,2.42,4.84,0.54,4.3,44
85980,3518,UrbanGrocers,2025-12-30,Dairy,Yogurt,1,4.88,4.88,0.51,4.37,43
85988,2373,FreshMart,2025-02-15,Produce,Ground Beef,1,7.3,7.3,0.56,6.74,53
85991,6403,QuickStop Market,2025-01-06,Health & Wellness,Orange Juice,1,12.82,12.82,1.6,11.22,125
85992,4068,ValuePlus Market,2025-03-24,Bakery,Muffin,9,5.32,47.88,1.84,46.04,552
85997,4083,FreshMart,2025-06-23,Produce,Tomatoes,4,2.76,11.04,0.37,10.67,114
85999,1668,ValuePlus Market,2025-12-25,Snacks,Cookies,4,3.11,12.44,1.39,11.05,139
86005,1967,ValuePlus Market,2025-10-03,Snacks,Chocolate,2,2.68,5.36,0.66,4.7,62
86008,6069,UrbanGrocers,2025-06-18,Bakery,Cereal,6,4.26,25.56,2.08,23.48,319
86011,2326,QuickStop Market,2025-11-07,Bakery,Cereal,1,3.81,3.81,0.44,3.37,35
86016,6628,UrbanGrocers,2025-05-02,Health & Wellness,Protein Bar,10,6.14,61.4,6.68,54.72,553
86017,7654,QuickStop Market,2025-06-10,Bakery,Cereal,1,4.56,4.56,0.12,4.44,38
86045,5205,UrbanGrocers,2025-11-17,Bakery,Bread,2,3.9,7.8,0.77,7.03,86
86053,2804,FreshMart,2025-07-04,Bakery,Bread,3,2.4,7.2,0.51,6.69,58
86055,6647,UrbanGrocers,2025-10-23,Produce,Tomatoes,1,4.54,4.54,0.46,4.08,49
86066,1659,ValuePlus Market,2025-12-22,Produce,Tomatoes,4,1.98,7.92,1.01,6.91,75
86070,9352,ValuePlus Market,2025-05-06,Dairy,Cheese,2,7.29,14.58,0.77,13.81,139
86072,2434,QuickStop Market,2025-02-02,Bakery,Muffin,1,2.56,2.56,0.35,2.21,29
86075,7659,ValuePlus Market,2025-09-17,Produce,Bananas,4,8.84,35.36,5.04,30.32,415
86080,6335,UrbanGrocers,2025-01-30,Bakery,Croissant,6,6.5,39.0,2.39,36.61,308
86084,7012,QuickStop Market,2025-04-05,Bakery,Cereal,1,3.03,3.03,0.36,2.67,27
86093,7700,QuickStop Market,2025-04-02,Produce,Tomatoes,7,2.74,19.18,0.8,18.38,230
86095,9698,QuickStop Market,2025-10-06,Dairy,Cheese,7,1.72,12.04,0.81,11.23,128
86098,3000,ValuePlus Market,2025-04-23,Produce,Bananas,3,5.36,16.08,2.34,13.74,166
86099,3699,UrbanGrocers,2025-11-30,Snacks,Chocolate,2,5.47,10.94,1.33,9.61,77
86102,9510,FreshMart,2025-09-14,Snacks,Cookies,2,3.62,7.24,0.62,6.62,75
86111,8482,ValuePlus Market,2025-08-02,Snacks,Cookies,1,4.92,4.92,0.6,4.32,54
86119,5717,FreshMart,2025-01-25,Produce,Ground Beef,2,6.51,13.02,0.44,12.58,149
86129,5967,QuickStop Market,2025-03-10,Produce,Tomatoes,2,9.68,19.36,1.76,17.6,171
86132,9531,FreshMart,2025-11-24,Dairy,Milk,2,1.5,3.0,0.44,2.56,21
86138,3173,QuickStop Market,2025-01-11,Bakery,Bread,4,4.91,19.64,1.99,17.65,192
86142,8972,ValuePlus Market,2025-04-29,Health & Wellness,Orange Juice,4,19.83,79.32,10.45,68.87,848
86143,3321,QuickStop Market,2025-11-24,Snacks,Chips,1,4.25,4.25,0.3,3.95,50
86147,3062,FreshMart,2025-05-27,Health & Wellness,Orange Juice,2,10.62,21.24,1.21,20.03,259
86160,5973,ValuePlus Market,2025-05-04,Produce,Ground Beef,2,2.49,4.98,0.45,4.53,42
86168,1807,QuickStop Market,2025-07-28,Health & Wellness,Orange Juice,1,6.65,6.65,0.47,6.18,73
86173,2959,UrbanGrocers,2025-04-20,Health & Wellness,Orange Juice,1,13.33,13.33,0.47,12.86,142
86182,3017,UrbanGrocers,2025-12-26,Health & Wellness,Orange Juice,7,25.0,175.0,12.44,162.56,1403
86186,7280,FreshMart,2025-02-01,Bakery,Bread,4,3.81,15.24,1.5,13.74,150
86187,8991,QuickStop Market,2025-03-18,Dairy,Cheese,2,1.74,3.48,0.5,2.98,26
86197,4639,QuickStop Market,2025-12-29,Snacks,Chocolate,1,5.47,5.47,0.14,5.33,68
86201,3775,FreshMart,2025-07-03,Health & Wellness,Protein Bar,1,23.1,23.1,1.71,21.39,247
86214,3325,ValuePlus Market,2025-02-02,Snacks,Cookies,2,3.02,6.04,0.68,5.36,50
86219,1372,UrbanGrocers,2025-06-18,Dairy,Yogurt,1,3.47,3.47,0.15,3.32,43
86224,4313,ValuePlus Market,2025-03-20,Bakery,Cereal,2,3.66,7.32,0.8,6.52,87
86233,8858,FreshMart,2025-03-01,Snacks,Chocolate,8,2.06,16.48,0.86,15.62,156
86238,9506,FreshMart,2025-06-24,Snacks,Chips,4,3.91,15.64,2.0,13.64,163
86242,9356,UrbanGrocers,2025-04-22,Snacks,Chocolate,1,5.47,5.47,0.43,5.04,44
86245,7181,QuickStop Market,2025-09-08,Snacks,Chocolate,2,1.23,2.46,0.34,2.12,26
86264,8315,ValuePlus Market,2025-08-28,Produce,Ground Beef,1,7.35,7.35,0.37,6.98,58
86265,9888,FreshMart,2025-02-10,Snacks,Chocolate,7,5.35,37.45,1.75,35.7,322
86267,5000,UrbanGrocers,2025-08-20,Dairy,Milk,4,2.94,11.76,1.09,10.67,106
86271,4885,ValuePlus Market,2025-12-23,Produce,Ground Beef,1,6.19,6.19,0.73,5.46,70
86274,6587,UrbanGrocers,2025-10-05,Snacks,Chocolate,2,1.3,2.6,0.36,2.24,25
86292,7645,QuickStop Market,2025-09-22,Snacks,Cookies,2,4.42,8.84,0.59,8.25,105
86298,7627,QuickStop Market,2025-05-06,Health & Wellness,Vitamins,1,17.93,17.93,1.15,16.78,202
86303,1080,UrbanGrocers,2025-05-30,Dairy,Cheese,3,6.27,18.81,1.6,17.21,229
86304,6028,UrbanGrocers,2025-02-06,Snacks,Chocolate,1,4.11,4.11,0.44,3.67,41
86309,4582,UrbanGrocers,2025-03-01,Dairy,Yogurt,2,2.91,5.82,0.15,5.67,48
86310,8864,UrbanGrocers,2025-03-26,Snacks,Chips,1,1.93,1.93,0.08,1.85,15
86312,7478,UrbanGrocers,2025-08-26,Health & Wellness,Vitamins,2,17.16,34.32,2.56,31.76,362
86314,3523,UrbanGrocers,2025-08-19,Health & Wellness,Vitamins,1,17.17,17.17,0.51,16.66,182
86316,4469,ValuePlus Market,2025-04-25,Dairy,Milk,2,6.38,12.76,1.7,11.06,116
86320,8045,FreshMart,2025-04-18,Dairy,Milk,2,3.3,6.6,0.66,5.94,71
86334,2114,QuickStop Market,2025-09-02,Dairy,Cheese,4,7.62,30.48,3.63,26.85,282
86337,1180,UrbanGrocers,2025-02-19,Snacks,Chocolate,2,3.07,6.14,0.55,5.59,67
86343,3975,FreshMart,2025-07-15,Bakery,Bread,2,4.12,8.24,0.52,7.72,68
86344,1759,UrbanGrocers,2025-09-19,Produce,Bananas,1,6.81,6.81,0.34,6.47,62
86374,2025,FreshMart,2025-06-25,Snacks,Chocolate,1,4.16,4.16,0.19,3.97,37
86388,7997,ValuePlus Market,2025-12-21,Snacks,Chocolate,6,4.64,27.84,3.75,24.09,306
86390,5740,FreshMart,2025-11-22,Produce,Bananas,2,2.68,5.36,0.55,4.81,65
86391,6571,ValuePlus Market,2025-10-16,Bakery,Cereal,7,2.78,19.46,2.0,17.46,193
86394,6450,QuickStop Market,2025-12-13,Health & Wellness,Vitamins,1,11.42,11.42,0.87,10.55,144
86395,9903,QuickStop Market,2025-05-04,Bakery,Bread,6,4.05,24.3,2.79,21.51,221
86396,4465,QuickStop Market,2025-04-02,Produce,Tomatoes,4,3.84,15.36,1.22,14.14,135
86413,3487,FreshMart,2025-02-23,Produce,Tomatoes,6,10.82,64.92,1.74,63.18,671
86417,4317,ValuePlus Market,2025-12-16,Bakery,Croissant,3,2.63,7.89,0.94,6.95,67
86426,2662,FreshMart,2025-06-11,Health & Wellness,Vitamins,1,10.0,10.0,1.44,8.56,78
86469,2196,QuickStop Market,2025-02-19,Snacks,Chocolate,8,2.71,21.68,2.85,18.83,261
86476,8275,ValuePlus Market,2025-01-06,Produce,Apples,3,6.46,19.38,1.75,17.63,155
86482,2936,FreshMart,2025-02-08,Produce,Apples,2,8.87,17.74,0.45,17.29,166
86486,3628,UrbanGrocers,2025-06-09,Snacks,Chips,3,3.43,10.29,0.29,10.0,133
86495,7039,ValuePlus Market,2025-04-15,Snacks,Chips,2,3.71,7.42,0.37,7.05,90
86496,1060,ValuePlus Market,2025-07-07,Health & Wellness,Vitamins,5,9.98,49.9,6.75,43.15,436
86500,8421,FreshMart,2025-08-26,Dairy,Cheese,1,4.38,4.38,0.22,4.16,49
86501,9761,UrbanGrocers,2025-06-15,Produce,Apples,6,9.61,57.66,1.5,56.16,613
86514,8063,FreshMart,2025-08-18,Dairy,Yogurt,3,7.9,23.7,3.42,20.28,277
86528,3340,FreshMart,2025-10-22,Produce,Bananas,2,3.94,7.88,1.02,6.86,95
86535,7418,UrbanGrocers,2025-09-29,Dairy,Cheese,3,1.55,4.65,0.69,3.96,55
86542,8380,UrbanGrocers,2025-05-12,Snacks,Chips,9,3.9,35.1,3.57,31.53,273
86548,8751,QuickStop Market,2025-12-27,Health & Wellness,Vitamins,1,27.05,27.05,2.56,24.49,333
86549,1963,UrbanGrocers,2025-10-18,Dairy,Milk,11,6.85,75.35,9.04,66.31,683
86555,4019,ValuePlus Market,2025-07-24,Snacks,Chocolate,7,3.51,24.57,1.34,23.23,290
86557,8061,QuickStop Market,2025-03-09,Bakery,Croissant,5,3.1,15.5,0.61,14.89,199
86567,6568,ValuePlus Market,2025-10-24,Produce,Tomatoes,9,9.29,83.61,2.13,81.48,1059
86569,1969,FreshMart,2025-08-31,Dairy,Milk,2,2.64,5.28,0.49,4.79,58
86591,3086,QuickStop Market,2025-12-31,Bakery,Muffin,1,4.24,4.24,0.54,3.7,44
86614,1358,UrbanGrocers,2025-06-14,Bakery,Bread,4,4.38,17.52,1.41,16.11,142
86618,9605,ValuePlus Market,2025-04-21,Snacks,Chocolate,1,1.84,1.84,0.26,1.58,18
86623,8513,UrbanGrocers,2025-04-20,Produce,Bananas,1,3.79,3.79,0.19,3.6,36
86632,4689,FreshMart,2025-10-04,Health & Wellness,Orange Juice,1,10.16,10.16,1.23,8.93,123
86634,6391,QuickStop Market,2025-01-13,Bakery,Bread,1,2.37,2.37,0.32,2.05,18
86635,4806,QuickStop Market,2025-01-13,Produce,Bananas,2,10.38,20.76,1.02,19.74,207
86646,9657,QuickStop Market,2025-05-24,Dairy,Cheese,6,1.6,9.6,0.86,8.74,95
86657,4570,ValuePlus Market,2025-01-14,Produce,Tomatoes,1,7.66,7.66,0.38,7.28,82
86660,5176,FreshMart,2025-06-06,Bakery,Bread,2,2.25,4.5,0.27,4.23,46
86661,9968,UrbanGrocers,2025-02-26,Health & Wellness,Protein Bar,5,21.46,107.3,15.8,91.5,734
86665,4386,FreshMart,2025-09-21,Health & Wellness,Protein Bar,6,8.88,53.28,1.53,51.75,648
86669,7002,FreshMart,2025-07-28,Snacks,Chips,4,5.16,20.64,1.63,19.01,183
86672,8268,ValuePlus Market,2025-06-24,Produce,Ground Beef,6,9.78,58.68,4.37,54.31,578
86686,2063,FreshMart,2025-01-04,Snacks,Chips,8,4.81,38.48,1.76,36.72,470
86689,1566,FreshMart,2025-05-27,Health & Wellness,Orange Juice,1,26.44,26.44,2.52,23.92,208
86699,5508,UrbanGrocers,2025-07-29,Health & Wellness,Protein Bar,5,22.63,113.15,13.4,99.75,827
86707,5610,UrbanGrocers,2025-03-16,Produce,Ground Beef,2,1.25,2.5,0.26,2.24,24
86714,2131,FreshMart,2025-08-26,Dairy,Cheese,3,6.82,20.46,1.49,18.97,255
86722,6142,UrbanGrocers,2025-06-20,Health & Wellness,Orange Juice,3,27.26,81.78,5.98,75.8,908
86727,2755,QuickStop Market,2025-01-21,Bakery,Croissant,4,5.88,23.52,1.62,21.9,278
86731,2575,FreshMart,2025-05-22,Snacks,Chips,4,5.02,20.08,2.92,17.16,208
86743,4486,QuickStop Market,2025-08-05,Dairy,Yogurt,3,6.81,20.43,1.56,18.87,252
86746,4307,ValuePlus Market,2025-06-16,Dairy,Milk,3,6.59,19.77,0.55,19.22,251
86756,6628,FreshMart,2025-06-13,Produce,Ground Beef,3,8.82,26.46,3.75,22.71,259
86767,7312,FreshMart,2025-12-23,Produce,Apples,3,7.06,21.18,2.09,19.09,160
86770,3392,ValuePlus Market,2025-01-13,Snacks,Chips,2,2.42,4.84,0.1,4.74,48
86776,7742,QuickStop Market,2025-12-22,Dairy,Yogurt,1,3.62,3.62,0.37,3.25,44
86788,2796,QuickStop Market,2025-04-29,Bakery,Croissant,3,5.86,17.58,2.35,15.23,181
86803,7625,UrbanGrocers,2025-12-17,Snacks,Chips,4,4.02,16.08,1.4,14.68,126
86807,1331,QuickStop Market,2025-03-03,Snacks,Chips,3,1.22,3.66,0.35,3.31,40
86808,6762,ValuePlus Market,2025-08-18,Health & Wellness,Vitamins,4,6.29,25.16,1.16,24.0,229
86838,2072,UrbanGrocers,2025-03-09,Produce,Tomatoes,5,9.01,45.05,0.97,44.08,367
86844,9465,UrbanGrocers,2025-09-13,Dairy,Yogurt,1,4.19,4.19,0.14,4.05,40
86847,8052,ValuePlus Market,2025-01-21,Health & Wellness,Protein Bar,2,19.02,38.04,3.32,34.72,353
86857,1352,FreshMart,2025-11-02,Snacks,Chips,2,4.41,8.82,0.24,8.58,103
86859,7654,FreshMart,2025-11-08,Bakery,Bread,4,5.25,21.0,2.31,18.69,198
86863,6743,ValuePlus Market,2025-02-21,Bakery,Croissant,2,5.24,10.48,0.31,10.17,95
86864,6713,ValuePlus Market,2025-06-20,Health & Wellness,Orange Juice,3,6.86,20.58,2.18,18.4,164
86879,6535,QuickStop Market,2025-09-19,Snacks,Chocolate,2,2.26,4.52,0.17,4.35,57
86881,5337,FreshMart,2025-02-23,Snacks,Chocolate,4,4.05,16.2,0.36,15.84,182
86885,6855,UrbanGrocers,2025-01-16,Snacks,Chips,1,1.75,1.75,0.19,1.56,17
86889,9582,UrbanGrocers,2025-11-25,Health & Wellness,Protein Bar,1,18.93,18.93,1.35,17.58,241
86890,3009,UrbanGrocers,2025-07-26,Bakery,Croissant,2,5.99,11.98,0.6,11.38,128
86905,7023,QuickStop Market,2025-09-03,Dairy,Cheese,1,3.03,3.03,0.15,2.88,38
86907,5748,QuickStop Market,2025-05-28,Health & Wellness,Orange Juice,1,8.3,8.3,0.87,7.43,59
86911,1304,UrbanGrocers,2025-08-15,Health & Wellness,Protein Bar,2,15.26,30.52,1.11,29.41,342
86913,9436,QuickStop Market,2025-01-31,Produce,Bananas,1,3.93,3.93,0.29,3.64,31
86916,8448,UrbanGrocers,2025-10-03,Health & Wellness,Protein Bar,4,16.08,64.32,6.55,57.77,512
86929,9428,FreshMart,2025-06-04,Produce,Apples,1,3.19,3.19,0.13,3.06,26
86930,5024,ValuePlus Market,2025-03-03,Health & Wellness,Vitamins,2,22.68,45.36,1.61,43.75,507
86937,8619,QuickStop Market,2025-11-20,Snacks,Chips,3,1.32,3.96,0.57,3.39,29
86943,2972,QuickStop Market,2025-03-22,Bakery,Muffin,5,3.64,18.2,1.06,17.14,179
86944,5205,QuickStop Market,2025-03-29,Produce,Tomatoes,1,7.98,7.98,0.61,7.37,61
86945,8432,FreshMart,2025-07-25,Bakery,Cereal,2,6.03,12.06,1.63,10.43,104
86953,6128,FreshMart,2025-12-29,Produce,Ground Beef,4,1.64,6.56,0.64,5.92,52
86956,7628,QuickStop Market,2025-01-02,Health & Wellness,Orange Juice,1,10.52,10.52,0.54,9.98,124
86967,7942,FreshMart,2025-11-11,Bakery,Cereal,2,4.46,8.92,1.05,7.87,64
86971,1411,UrbanGrocers,2025-06-19,Snacks,Chocolate,1,1.33,1.33,0.15,1.18,10
86981,6498,FreshMart,2025-03-07,Health & Wellness,Protein Bar,4,11.67,46.68,4.62,42.06,559
86985,4204,QuickStop Market,2025-12-06,Snacks,Chips,8,1.78,14.24,1.19,13.05,149
87014,6217,UrbanGrocers,2025-03-12,Health & Wellness,Protein Bar,8,20.17,161.36,21.78,139.58,1150
87015,8430,UrbanGrocers,2025-07-23,Snacks,Chocolate,1,3.45,3.45,0.22,3.23,29
87023,1795,QuickStop Market,2025-03-05,Dairy,Cheese,7,4.34,30.38,2.77,27.61,298
87024,9843,FreshMart,2025-01-21,Dairy,Milk,1,7.69,7.69,0.94,6.75,64
87028,4936,QuickStop Market,2025-11-15,Snacks,Chocolate,5,2.68,13.4,1.31,12.09,129
87048,2496,ValuePlus Market,2025-06-15,Dairy,Milk,1,6.07,6.07,0.71,5.36,72
87052,2910,ValuePlus Market,2025-06-23,Bakery,Bread,2,2.21,4.42,0.49,3.93,37
87061,6768,UrbanGrocers,2025-06-28,Bakery,Croissant,4,3.13,12.52,1.81,10.71,94
87062,4477,QuickStop Market,2025-07-31,Produce,Ground Beef,2,10.22,20.44,1.62,18.82,195
87066,5125,UrbanGrocers,2025-07-28,Bakery,Muffin,2,5.21,10.42,1.42,9.0,92
87070,5953,ValuePlus Market,2025-03-16,Snacks,Chocolate,5,3.02,15.1,1.13,13.97,146
87071,6037,QuickStop Market,2025-10-18,Produce,Bananas,12,9.63,115.56,6.74,108.82,1047
87076,4501,FreshMart,2025-05-03,Bakery,Bread,4,6.2,24.8,2.44,22.36,294
87089,2461,UrbanGrocers,2025-08-28,Snacks,Cookies,3,2.05,6.15,0.89,5.26,61
87094,2959,ValuePlus Market,2025-02-26,Health & Wellness,Orange Juice,2,23.63,47.26,6.84,40.42,530
87108,3142,FreshMart,2025-03-02,Health & Wellness,Orange Juice,2,18.11,36.22,4.09,32.13,332
87120,9343,UrbanGrocers,2025-08-11,Health & Wellness,Orange Juice,3,8.26,24.78,0.57,24.21,292
87123,4303,QuickStop Market,2025-08-25,Produce,Apples,6,5.81,34.86,1.89,32.97,339
87135,9288,UrbanGrocers,2025-09-29,Health & Wellness,Vitamins,1,14.51,14.51,0.4,14.11,120
87136,6987,UrbanGrocers,2025-11-10,Produce,Ground Beef,8,6.99,55.92,2.55,53.37,584
87140,7786,FreshMart,2025-07-24,Snacks,Chocolate,1,2.34,2.34,0.24,2.1,17
87142,9977,UrbanGrocers,2025-12-01,Bakery,Croissant,1,4.31,4.31,0.49,3.82,34
87151,1688,QuickStop Market,2025-03-03,Health & Wellness,Orange Juice,1,23.96,23.96,1.67,22.29,239
87157,8243,QuickStop Market,2025-09-12,Dairy,Yogurt,2,2.35,4.7,0.6,4.1,36
87167,7389,ValuePlus Market,2025-02-04,Health & Wellness,Vitamins,1,19.45,19.45,0.7,18.75,217
87173,5661,UrbanGrocers,2025-02-18,Health & Wellness,Vitamins,2,27.44,54.88,6.3,48.58,672
87198,9247,FreshMart,2025-05-17,Dairy,Milk,4,4.94,19.76,1.31,18.45,203
87200,5822,ValuePlus Market,2025-05-15,Dairy,Milk,1,5.49,5.49,0.14,5.35,69
87213,8736,ValuePlus Market,2025-04-17,Dairy,Milk,3,2.85,8.55,0.29,8.26,97
87217,7938,ValuePlus Market,2025-07-03,Health & Wellness,Vitamins,4,12.09,48.36,6.05,42.31,399
87218,7207,ValuePlus Market,2025-03-23,Produce,Tomatoes,2,9.26,18.52,1.61,16.91,165
87227,9121,FreshMart,2025-01-02,Health & Wellness,Protein Bar,1,25.87,25.87,3.49,22.38,310
87228,2983,QuickStop Market,2025-08-20,Dairy,Cheese,7,6.27,43.89,1.27,42.62,531
87236,2922,UrbanGrocers,2025-11-03,Snacks,Chips,1,2.51,2.51,0.17,2.34,29
87238,2120,QuickStop Market,2025-12-29,Produce,Ground Beef,6,2.69,16.14,2.17,13.97,113
87240,2178,UrbanGrocers,2025-05-14,Bakery,Cereal,1,5.16,5.16,0.75,4.41,46
87247,1858,QuickStop Market,2025-01-09,Produce,Tomatoes,1,2.9,2.9,0.14,2.76,35
87252,7505,UrbanGrocers,2025-06-25,Produce,Tomatoes,3,6.12,18.36,1.58,16.78,196
87256,2690,UrbanGrocers,2025-08-07,Snacks,Cookies,2,1.65,3.3,0.39,2.91,23
87261,3054,QuickStop Market,2025-04-17,Bakery,Cereal,5,6.49,32.45,4.11,28.34,355
87263,2949,UrbanGrocers,2025-09-05,Dairy,Cheese,3,2.82,8.46,0.84,7.62,67
87272,1223,UrbanGrocers,2025-10-08,Health & Wellness,Orange Juice,1,22.01,22.01,3.3,18.71,166
87273,3981,QuickStop Market,2025-10-16,Snacks,Cookies,1,2.49,2.49,0.06,2.43,20
87274,5522,FreshMart,2025-07-02,Dairy,Milk,6,1.39,8.34,1.22,7.12,69
87275,9809,UrbanGrocers,2025-04-02,Dairy,Yogurt,2,7.61,15.22,1.16,14.06,194
87278,6094,QuickStop Market,2025-04-21,Snacks,Chocolate,1,4.5,4.5,0.36,4.14,34
87280,8181,ValuePlus Market,2025-12-29,Health & Wellness,Orange Juice,4,7.75,31.0,2.66,28.34,241
87290,6521,FreshMart,2025-07-13,Dairy,Yogurt,5,1.8,9.0,0.56,8.44,116
87296,4277,FreshMart,2025-08-26,Snacks,Chocolate,3,2.44,7.32,0.21,7.11,90
87330,9461,FreshMart,2025-10-19,Health & Wellness,Orange Juice,1,5.83,5.83,0.79,5.04,51
87332,5343,ValuePlus Market,2025-05-04,Health & Wellness,Orange Juice,2,24.25,48.5,6.15,42.35,549
87333,5453,ValuePlus Market,2025-04-26,Produce,Apples,4,6.47,25.88,1.41,24.47,239
87338,1408,FreshMart,2025-03-18,Bakery,Cereal,2,2.49,4.98,0.31,4.67,43
87341,5167,FreshMart,2025-05-22,Dairy,Milk,1,2.03,2.03,0.15,1.88,24
87351,9639,FreshMart,2025-08-16,Snacks,Cookies,1,4.59,4.59,0.14,4.45,58
87352,1204,ValuePlus Market,2025-04-25,Health & Wellness,Orange Juice,1,21.64,21.64,1.45,20.19,194
87353,8208,QuickStop Market,2025-01-30,Health & Wellness,Vitamins,4,18.55,74.2,4.7,69.5,582
87359,6490,QuickStop Market,2025-08-25,Snacks,Chips,1,2.94,2.94,0.22,2.72,35
87366,1076,QuickStop Market,2025-02-26,Dairy,Yogurt,1,1.69,1.69,0.15,1.54,13
87369,5579,ValuePlus Market,2025-07-29,Health & Wellness,Vitamins,4,20.91,83.64,5.73,77.91,697
87379,2161,ValuePlus Market,2025-03-14,Health & Wellness,Orange Juice,1,15.59,15.59,0.43,15.16,176
87382,9980,ValuePlus Market,2025-11-05,Health & Wellness,Orange Juice,1,7.74,7.74,0.58,7.16,95
87383,8409,ValuePlus Market,2025-02-15,Snacks,Chips,1,1.57,1.57,0.13,1.44,11
87395,9480,QuickStop Market,2025-08-30,Snacks,Chips,6,2.0,12.0,1.68,10.32,110
87407,1791,UrbanGrocers,2025-12-22,Snacks,Chips,1,2.13,2.13,0.23,1.9,17
87412,7381,UrbanGrocers,2025-03-19,Bakery,Muffin,5,5.31,26.55,2.15,24.4,325
87434,4119,FreshMart,2025-06-22,Produce,Tomatoes,4,1.45,5.8,0.27,5.53,67
87435,8889,QuickStop Market,2025-01-26,Produce,Bananas,1,1.32,1.32,0.13,1.19,15
87441,9947,ValuePlus Market,2025-05-08,Snacks,Cookies,2,3.23,6.46,0.66,5.8,46
87442,6363,QuickStop Market,2025-04-02,Bakery,Muffin,2,6.14,12.28,0.83,11.45,133
87449,5654,QuickStop Market,2025-10-05,Health & Wellness,Protein Bar,2,5.72,11.44,0.7,10.74,120
87451,2713,ValuePlus Market,2025-10-21,Snacks,Chips,10,4.37,43.7,4.36,39.34,491
87454,1126,FreshMart,2025-01-17,Produce,Ground Beef,10,9.94,99.4,11.07,88.33,1027
87455,4446,ValuePlus Market,2025-10-26,Produce,Bananas,1,5.85,5.85,0.57,5.28,46
87457,7681,UrbanGrocers,2025-11-16,Produce,Tomatoes,6,4.0,24.0,1.02,22.98,249
87461,7560,ValuePlus Market,2025-06-11,Bakery,Croissant,2,3.31,6.62,0.3,6.32,65
87467,7873,UrbanGrocers,2025-03-11,Health & Wellness,Protein Bar,1,24.02,24.02,3.51,20.51,181
87478,1062,ValuePlus Market,2025-12-18,Produce,Apples,3,7.61,22.83,2.69,20.14,184
87482,4050,QuickStop Market,2025-02-07,Dairy,Cheese,1,1.89,1.89,0.06,1.83,14
87484,1855,ValuePlus Market,2025-05-26,Produce,Tomatoes,1,5.15,5.15,0.34,4.81,65
87485,2176,QuickStop Market,2025-01-16,Produce,Ground Beef,4,4.14,16.56,1.66,14.9,120
87493,5532,FreshMart,2025-01-30,Snacks,Cookies,6,1.58,9.48,0.3,9.18,106
87496,8077,ValuePlus Market,2025-05-11,Produce,Ground Beef,8,2.03,16.24,1.5,14.74,125
87497,8963,UrbanGrocers,2025-05-07,Dairy,Yogurt,6,7.53,45.18,2.94,42.24,437
87509,7876,QuickStop Market,2025-12-07,Bakery,Muffin,1,4.9,4.9,0.23,4.67,53
87513,1323,QuickStop Market,2025-09-18,Produce,Tomatoes,2,7.5,15.0,0.53,14.47,198
87515,1352,QuickStop Market,2025-03-22,Bakery,Bread,2,3.89,7.78,0.57,7.21,81
87529,3320,ValuePlus Market,2025-06-01,Dairy,Yogurt,1,2.31,2.31,0.19,2.12,17
87532,1159,UrbanGrocers,2025-01-13,Snacks,Chips,1,5.35,5.35,0.77,4.58,60
87545,2840,QuickStop Market,2025-10-10,Snacks,Chocolate,2,2.66,5.32,0.43,4.89,59
87548,5762,FreshMart,2025-04-18,Produce,Bananas,3,8.68,26.04,1.35,24.69,307
87565,5298,FreshMart,2025-03-13,Snacks,Chocolate,4,3.22,12.88,0.63,12.25,119
87573,1855,ValuePlus Market,2025-05-11,Bakery,Cereal,5,4.63,23.15,1.07,22.08,256
87574,3342,FreshMart,2025-10-25,Produce,Tomatoes,4,2.6,10.4,0.92,9.48,81
87575,4488,ValuePlus Market,2025-09-24,Dairy,Yogurt,3,6.15,18.45,1.5,16.95,200
87577,5026,QuickStop Market,2025-08-05,Health & Wellness,Vitamins,2,7.3,14.6,1.9,12.7,154
87581,4967,QuickStop Market,2025-02-20,Snacks,Chocolate,5,4.27,21.35,3.0,18.35,208
87590,5894,FreshMart,2025-11-30,Snacks,Cookies,7,3.18,22.26,1.71,20.55,214
87608,3751,FreshMart,2025-05-07,Dairy,Yogurt,2,3.34,6.68,0.85,5.83,52
87612,5281,QuickStop Market,2025-06-12,Bakery,Bread,1,5.5,5.5,0.2,5.3,58
